Model,Val_ROC_AUC,Val_F1,Val_Accuracy,Val_Precision,Val_Recall,CV_ROC_AUC_Mean,CV_ROC_AUC_Std
logistic,0.8512412550692323,0.6023166023166023,0.8172138420585625,0.7123287671232876,0.5217391304347826,0.8481030334275215,0.009833086632970865
